日期,城市,城市分层,省份,天气,温度,众数配送费,众数配送费门店占比
2026-07-25,淮南,,安徽,阴,32,,
2026-07-25,达州,,四川,多云,35,,
2026-07-25,沈阳,,辽宁,雷阵雨,30,,
2026-07-25,宜宾,,四川,多云,35,,
2026-07-25,盘锦,,辽宁,小雨,29,,
2026-07-25,三门峡,,河南,小雨,32,,
2026-07-25,儋州,,海南,雷阵雨,34,,
2026-07-25,深圳,,广东,中雨,30,,
2026-07-25,六盘水,,贵州,中雨,27,,
2026-07-25,徐州,,江苏,小雨,31,,
2026-07-25,济南,,山东,雷阵雨,33,,
2026-07-25,贺州,,广西,晴,36,,
2026-07-25,开封,,河南,小雨,33,,
2026-07-25,商丘,,河南,小雨,32,,
2026-07-25,池州,,安徽,多云,36,,
2026-07-25,淄博,,山东,小雨,33,,
2026-07-25,潮州,,广东,中雨,33,,
2026-07-25,吉林,,吉林,小雨,26,,
2026-07-25,荆州,,湖北,多云,34,,
2026-07-25,遂宁,,四川,多云,36,,
2026-07-25,万宁,,海南,多云,33,,
2026-07-25,宣城,,安徽,多云,36,,
2026-07-25,云浮,,广东,多云,35,,
2026-07-25,大庆,,黑龙江,小雨-中雨,28,,
2026-07-25,普洱,,云南,小雨,24,,
2026-07-25,吉安,,江西,晴,38,,
2026-07-25,武汉,,湖北,多云,36,,
2026-07-25,许昌,,河南,小雨,36,,
2026-07-25,铜陵,,安徽,晴,37,,
2026-07-25,荆门,,湖北,多云,32,,
2026-07-25,常州,,江苏,多云,35,,
2026-07-25,西安,,陕西,晴,37,,
2026-07-25,文昌,,海南,多云,35,,
2026-07-25,淮安,,江苏,多云,33,,
2026-07-25,绵阳,,四川,多云,33,,
2026-07-25,德宏傣族景颇族自治州,,云南,中雨,28,,
2026-07-25,鸡西,,黑龙江,阵雨,27,,
2026-07-25,杭州,,浙江,晴,37,,
2026-07-25,江门,,广东,雷阵雨,35,,
2026-07-25,韶关,,广东,多云,36,,
2026-07-25,丹东,,辽宁,阵雨,29,,
2026-07-25,百色,,广西,多云,35,,
2026-07-25,中山,,广东,中雨,32,,
2026-07-25,金华,,浙江,小雨,37,,
2026-07-25,锦州,,辽宁,阵雨,29,,
2026-07-25,阜阳,,安徽,阴,32,,
2026-07-25,珠海,,广东,中雨,30,,
2026-07-25,雅安,,四川,阵雨,33,,
2026-07-25,鞍山,,辽宁,阵雨,30,,
2026-07-25,焦作,,河南,小雨,33,,
2026-07-25,四平,,吉林,小雨,24,,
2026-07-25,晋中,,山西,晴,31,,
2026-07-25,景德镇,,江西,多云,37,,
2026-07-25,盐城,,江苏,小雨,33,,
2026-07-25,威海,,山东,小雨,30,,
2026-07-25,郑州,,河南,小雨,33,,
2026-07-25,泸州,,四川,多云,36,,
2026-07-25,安阳,,河南,小雨,32,,
2026-07-25,阜新,,辽宁,阵雨,30,,
2026-07-25,朝阳,,辽宁,雷阵雨,31,,
2026-07-25,太原,,山西,晴,32,,
2026-07-25,泰安,,山东,小雨,32,,
2026-07-25,鹤壁,,河南,小雨,34,,
2026-07-25,枣庄,,山东,小雨,32,,
2026-07-25,衡水,,河北,雷阵雨,33,,
2026-07-25,孝感,,湖北,多云,35,,
2026-07-25,随州,,湖北,多云,34,,
2026-07-25,崇左,,广西,小雨,34,,
2026-07-25,玉林,,广西,多云,35,,
2026-07-25,营口,,辽宁,小雨,29,,
2026-07-25,泰州,,江苏,阴,33,,
2026-07-25,唐山,,河北,雷阵雨,30,,
2026-07-25,潍坊,,山东,小雨,34,,
2026-07-25,常德,,湖南,晴,37,,
2026-07-25,南京,,江苏,多云,34,,
2026-07-25,红河哈尼族彝族自治州,,云南,小雨,26,,
2026-07-25,南阳,,河南,小雨,36,,
2026-07-25,西双版纳傣族自治州,,云南,小雨,30,,
2026-07-25,咸阳,,陕西,晴,36,,
2026-07-25,绥化,,黑龙江,小雨,26,,
2026-07-25,宿州,,安徽,阴,32,,
2026-07-25,南宁,,广西,多云,32,,
2026-07-25,日照,,山东,小雨,30,,
2026-07-25,六安,,安徽,多云,34,,
2026-07-25,佳木斯,,黑龙江,小雨,27,,
2026-07-25,黄山,,安徽,多云,36,,
2026-07-25,大同,,山西,多云,31,,
2026-07-25,昭通,,云南,多云,27,,
2026-07-25,陇南,,甘肃,小雨,29,,
2026-07-25,贵阳,,贵州,多云,28,,
2026-07-25,河源,,广东,雷阵雨,35,,
2026-07-25,鄂州,,湖北,晴,36,,
2026-07-25,梅州,,广东,雷阵雨,36,,
2026-07-25,石嘴山,,宁夏,晴,34,,
2026-07-25,济源,,河南,小雨,33,,
2026-07-25,东莞,,广东,雷阵雨,34,,
2026-07-25,柳州,,广西,多云,35,,
2026-07-25,马鞍山,,安徽,多云,35,,
2026-07-25,茂名,,广东,多云,34,,
2026-07-25,芜湖,,安徽,多云,35,,
2026-07-25,楚雄彝族自治州,,云南,小雨,24,,
2026-07-25,固原,,宁夏,晴,29,,
2026-07-25,保定,,河北,雷阵雨,33,,
2026-07-25,兴安,,内蒙古,多云,28,,
2026-07-25,运城,,山西,晴,34,,
2026-07-25,辽阳,,辽宁,雷阵雨,30,,
2026-07-25,宿迁,,江苏,小雨,31,,
2026-07-25,赤峰,,内蒙古,多云,31,,
2026-07-25,宁波,,浙江,小雨,36,,
2026-07-25,滨州,,山东,雷阵雨,34,,
2026-07-25,中卫,,宁夏,晴,35,,
